"전체경로","파일명","확장자","크기KB","수정일","1단계폴더","2단계폴더"
"C:\Users\hyun0\Documents\카카오톡 받은 파일\강의_및_교수법_실전가이드.pdf","강의_및_교수법_실전가이드.pdf","pdf","724.8","2026-07-06","Documents","카"
"C:\Users\hyun0\Documents\카카오톡 받은 파일\메모장.html","메모장.html","html","7.44","2026-06-11","Documents","카"
"C:\Users\hyun0\Documents\카카오톡 받은 파일\생성AI_기반_1인_AX강사_브랜딩_커리큘럼_강의안.pdf","생성AI_기반_1인_AX강사_브랜딩_커리큘럼_강의안.pdf","pdf","147.46","2026-06-01","Documents","카"
"C:\Users\hyun0\Documents\카카오톡 받은 파일\소버린_AI_국내_AI_모델_지도_수강생용.pdf","소버린_AI_국내_AI_모델_지도_수강생용.pdf","pdf","606.04","2026-06-15","Documents","카"
"C:\Users\hyun0\Documents\카카오톡 받은 파일\유비온-RC카.zip","유비온-RC카.zip","zip","581.76","2024-10-20","Documents","카"
"C:\Users\hyun0\Documents\카카오톡 받은 파일\인공지능의_이해_20차시_프리미엄미니멀_가로PPT_세로PDF.zip","인공지능의_이해_20차시_프리미엄미니멀_가로PPT_세로PDF.zip","zip","2644.41","2026-07-10","Documents","카"
"C:\Users\hyun0\Documents\카카오톡 받은 파일\자격검정 안내_공지용.pdf","자격검정 안내_공지용.pdf","pdf","937.15","2026-06-29","Documents","카"
"C:\Users\hyun0\Documents\카카오톡 받은 파일\재취업_재창업_실전_AI_활용법_최종강의안.pdf","재취업_재창업_실전_AI_활용법_최종강의안.pdf","pdf","179.06","2026-06-01","Documents","카"
"C:\Users\hyun0\Documents\카카오톡 받은 파일\중소기업 사무직군_AX_강의안_보고서_최종.pdf","중소기업 사무직군_AX_강의안_보고서_최종.pdf","pdf","295.23","2026-06-01","Documents","카"
"C:\Users\hyun0\Documents\카카오톡 받은 파일\파이썬전문가과정_코드작성실습과제.zip","파이썬전문가과정_코드작성실습과제.zip","zip","3.79","2024-10-20","Documents","카"
"C:\Users\hyun0\Documents\카카오톡 받은 파일\학교 범죄경력회보서발급시스템(CRIMS) 사용 매뉴얼 (1).pdf","학교 범죄경력회보서발급시스템(CRIMS) 사용 매뉴얼 (1).pdf","pdf","1475.26","2025-07-09","Documents","카"
"C:\Users\hyun0\Documents\카카오톡 받은 파일\학교 범죄경력회보서발급시스템(CRIMS) 사용 매뉴얼(9쪽부터 참고).pdf","학교 범죄경력회보서발급시스템(CRIMS) 사용 매뉴얼(9쪽부터 참고).pdf","pdf","1479.98","2026-06-17","Documents","카"
"C:\Users\hyun0\Documents\카카오톡 받은 파일\학원 SNS 콘텐츠 자동 생성기 서비스 정의서.pdf","학원 SNS 콘텐츠 자동 생성기 서비스 정의서.pdf","pdf","453.49","2026-06-05","Documents","카"
"C:\Users\hyun0\Documents\카카오톡 받은 파일\AI_공공정책_공모전홍보_강의교안_패키지.pdf","AI_공공정책_공모전홍보_강의교안_패키지.pdf","pdf","722.42","2026-06-01","Documents","카"
"C:\Users\hyun0\Documents\카카오톡 받은 파일\AI_AX_홍보마케팅_콘텐츠제작_강의안.pdf","AI_AX_홍보마케팅_콘텐츠제작_강의안.pdf","pdf","342.52","2026-06-01","Documents","카"
"C:\Users\hyun0\Documents\카카오톡 받은 파일\AI_Morning_Briefing_Report_2026-05-29.pdf","AI_Morning_Briefing_Report_2026-05-29.pdf","pdf","161.89","2026-05-29","Documents","카"
"C:\Users\hyun0\Documents\카카오톡 받은 파일\AI취업경쟁력강화_강의기획안_김정윤.pdf","AI취업경쟁력강화_강의기획안_김정윤.pdf","pdf","185.42","2026-06-01","Documents","카"
"C:\Users\hyun0\Documents\카카오톡 받은 파일\AX_조직커뮤니케이션_강의기획안_최종_컴팩트.pdf","AX_조직커뮤니케이션_강의기획안_최종_컴팩트.pdf","pdf","340.21","2026-06-01","Documents","카"
"C:\Users\hyun0\Documents\카카오톡 받은 파일\AX_marketing_content_mini_lecture_report.pdf","AX_marketing_content_mini_lecture_report.pdf","pdf","477.45","2026-06-09","Documents","카"
"C:\Users\hyun0\Documents\카카오톡 받은 파일\Marketing_AX_Lab_제안서_v2 (1).pdf","Marketing_AX_Lab_제안서_v2 (1).pdf","pdf","2714.53","2026-06-01","Documents","카"
"C:\Users\hyun0\Documents\카카오톡 받은 파일\Miro-활용하기-김재은_v0.3(배포용).pdf","Miro-활용하기-김재은_v0.3(배포용).pdf","pdf","1078.72","2026-06-10","Documents","카"
"C:\Users\hyun0\Documents\카카오톡 받은 파일\SQL과제.zip","SQL과제.zip","zip","3.6","2024-10-20","Documents","카"
"C:\Users\hyun0\Documents\카카오톡 받은 파일\SQL과제\과제1.docx","과제1.docx","docx","12.01","2024-11-01","Documents","카카오톡 받은 파일"
"C:\Users\hyun0\Documents\카카오톡 받은 파일\SQL과제\SQL과제.hwp","SQL과제.hwp","hwp","8.5","2024-06-27","Documents","카카오톡 받은 파일"
"C:\Users\hyun0\Documents\카카오톡 받은 파일\SQL과제\SQL실습과제1.hwp","SQL실습과제1.hwp","hwp","8.5","2024-06-27","Documents","카카오톡 받은 파일"
"C:\Users\hyun0\Documents\카카오톡 받은 파일\유비온-RC카\유비온-RC카\김현래_RC카실습과제.docx","김현래_RC카실습과제.docx","docx","299.05","2024-11-21","Documents","카카오톡 받은 파일"
"C:\Users\hyun0\Documents\카카오톡 받은 파일\유비온-RC카\유비온-RC카\KakaoTalk_20240607_131518798.png","KakaoTalk_20240607_131518798.png","png","286.28","2024-06-11","Documents","카카오톡 받은 파일"
"C:\Users\hyun0\Documents\카카오톡 받은 파일\파이썬전문가과정_코드작성실습과제\파이썬_실습과제1.hwp","파이썬_실습과제1.hwp","hwp","8.5","2024-06-11","Documents","카카오톡 받은 파일"
"C:\Users\hyun0\Documents\카카오톡 받은 파일\파이썬전문가과정_코드작성실습과제\파이썬전문가과정_코드작성실습과제.hwp","파이썬전문가과정_코드작성실습과제.hwp","hwp","8.5","2024-06-11","Documents","카카오톡 받은 파일"
"C:\Users\hyun0\Documents\파이선\[ITⓔ코칭] 파이썬으로 배우는 실전 프로그래밍_전체 강의요약본.pdf","[ITⓔ코칭] 파이썬으로 배우는 실전 프로그래밍_전체 강의요약본.pdf","pdf","822.67","2021-10-16","Documents","파"
"C:\Users\hyun0\Documents\파이선\chapter01.zip","chapter01.zip","zip","0.38","2021-10-16","Documents","파"
"C:\Users\hyun0\Documents\파이선\chapter02.zip","chapter02.zip","zip","1.31","2021-10-16","Documents","파"
"C:\Users\hyun0\Documents\파이선\chapter03.zip","chapter03.zip","zip","1.97","2021-10-16","Documents","파"
"C:\Users\hyun0\Documents\파이선\chapter04.zip","chapter04.zip","zip","3.11","2021-10-16","Documents","파"
"C:\Users\hyun0\Documents\파이선\chapter05.zip","chapter05.zip","zip","4.92","2021-10-16","Documents","파"
"C:\Users\hyun0\Documents\파이선\chapter06.zip","chapter06.zip","zip","2.01","2021-10-16","Documents","파"
"C:\Users\hyun0\Documents\파이선\chapter07.zip","chapter07.zip","zip","1.87","2021-10-16","Documents","파"
"C:\Users\hyun0\Documents\파이선\chapter08.zip","chapter08.zip","zip","2.75","2021-10-16","Documents","파"
"C:\Users\hyun0\Documents\파이선\chapter09.zip","chapter09.zip","zip","2.46","2021-10-16","Documents","파"
"C:\Users\hyun0\Documents\파이선\chapter10.zip","chapter10.zip","zip","3.72","2021-10-16","Documents","파"
"C:\Users\hyun0\Documents\파이선\chapter11.zip","chapter11.zip","zip","3.47","2021-10-16","Documents","파"
"C:\Users\hyun0\Documents\파이선\chapter12.zip","chapter12.zip","zip","3.27","2021-10-16","Documents","파"
"C:\Users\hyun0\Documents\파이선\chapter13.zip","chapter13.zip","zip","2.5","2021-10-16","Documents","파"
"C:\Users\hyun0\Documents\파이선\chapter14.zip","chapter14.zip","zip","3.12","2021-10-16","Documents","파"
"C:\Users\hyun0\Documents\파이선\chapter15.zip","chapter15.zip","zip","5.89","2021-10-16","Documents","파"
"C:\Users\hyun0\Documents\파이선\chapter16.zip","chapter16.zip","zip","7.09","2021-10-16","Documents","파"
"C:\Users\hyun0\Documents\파이선\ch01\doit01.py","doit01.py","py","0.34","2016-01-21","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\ch02\2-2avi.py","2-2avi.py","py","3.06","2016-01-21","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\ch02\doitch02.py","doitch02.py","py","0.08","2016-03-17","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter03\chap03.py","chap03.py","py","1.49","2015-11-05","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter03\ch03\3-1avi.py","3-1avi.py","py","0.6","2016-01-23","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter03\ch03\3-2avi.py","3-2avi.py","py","0.99","2016-03-15","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter03\ch03\doit03.py","doit03.py","py","0.21","2016-01-24","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter04\4-1\format01.py","format01.py","py","0.31","2015-11-12","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter04\4-1\format02.py","format02.py","py","0.2","2015-11-12","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter04\4-1\format03.py","format03.py","py","0.12","2015-11-12","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter04\4-1\input01.py","input01.py","py","0.08","2015-11-12","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter04\4-1\print01.py","print01.py","py","0.19","2015-11-10","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter04\4-1\print02.py","print02.py","py","0.11","2015-11-12","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter04\4-2\re01.py","re01.py","py","0.28","2016-03-16","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter04\4-2\re02.py","re02.py","py","0.1","2016-03-16","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter04\4-2\re04.py","re04.py","py","0.13","2016-03-16","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter04\ch04\4-2avi.py","4-2avi.py","py","1.32","2016-01-23","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter04\ch04\Doitch04.py","Doitch04.py","py","0.27","2016-01-23","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter04\ch04\4-1avi\4-1-1avi.py","4-1-1avi.py","py","0.05","2015-11-11","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter04\ch04\4-1avi\4-1avi.py","4-1avi.py","py","0.09","2015-11-12","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter05\break_01.py","break_01.py","py","0.12","2015-11-15","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter05\continue_01.py","continue_01.py","py","0.12","2015-11-15","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter05\for_01.py","for_01.py","py","0.08","2015-11-14","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter05\for_02.py","for_02.py","py","0.15","2015-11-14","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter05\for_03.py","for_03.py","py","0.14","2015-11-14","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter05\for_04.py","for_04.py","py","1.01","2015-11-15","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter05\for_05.py","for_05.py","py","0.11","2015-11-15","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter05\for_06.py","for_06.py","py","0.09","2015-11-15","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter05\for_multi.py","for_multi.py","py","0.09","2015-11-15","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter05\If_01.py","If_01.py","py","0.08","2015-11-14","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter05\if_02.py","if_02.py","py","0.09","2015-11-14","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter05\if_03.py","if_03.py","py","0.16","2015-11-14","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter05\if_04.py","if_04.py","py","0.21","2015-11-14","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter05\if_05.py","if_05.py","py","0.17","2015-11-14","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter05\while_01.py","while_01.py","py","0.05","2015-11-15","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter05\ch05\5-1avi.py","5-1avi.py","py","1.26","2016-01-24","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter05\ch05\5-2avi.py","5-2avi.py","py","0.76","2016-01-24","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter05\ch05\5-3avi.py","5-3avi.py","py","0.57","2016-01-24","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter05\ch05\doit05.py","doit05.py","py","0.67","2016-01-24","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter06\func01.py","func01.py","py","0.69","2016-01-24","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter06\func02.py","func02.py","py","0.9","2016-01-14","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter06\ch06\ch06-1avi.py","ch06-1avi.py","py","0.39","2016-03-15","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter06\ch06\ch06-2avi.py","ch06-2avi.py","py","0.92","2016-01-24","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter06\ch06\ch06-3avi.py","ch06-3avi.py","py","0.44","2016-03-15","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter06\ch06\Doit_ch06.py","Doit_ch06.py","py","0.14","2016-01-24","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter07\address.py","address.py","py","0.45","2015-11-26","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter07\Op.py","Op.py","py","0.27","2015-11-29","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter07\person.py","person.py","py","0.49","2015-11-29","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter07\result.py","result.py","py","0.55","2015-11-29","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter07\ch07\ch07-01avi.py","ch07-01avi.py","py","0.27","2016-01-24","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter07\ch07\ch07-02avi.py","ch07-02avi.py","py","0.32","2016-01-24","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter07\ch07\Doitch07.py","Doitch07.py","py","0.24","2015-11-29","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter08\abstractMethod.py","abstractMethod.py","py","0.79","2015-11-30","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter08\inherited.py","inherited.py","py","0.57","2015-11-29","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter08\inherited02.py","inherited02.py","py","0.52","2015-11-29","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter08\inheritedTest.py","inheritedTest.py","py","0.18","2015-11-29","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter08\Mixed.py","Mixed.py","py","0.18","2015-11-29","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter08\overloding.py","overloding.py","py","0.1","2015-11-29","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter08\ch08\ch08-1avi.py","ch08-1avi.py","py","1.51","2016-01-24","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter08\ch08\ch08-2avi.py","ch08-2avi.py","py","0.45","2016-01-24","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter08\ch08\Doitch08.py","Doitch08.py","py","0.45","2015-11-30","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter09\ch09_math.py","ch09_math.py","py","0.43","2015-11-30","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter09\my.py","my.py","py","0.05","2015-11-30","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter09\mydatatime.py","mydatatime.py","py","0.09","2015-11-30","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter09\myTest.py","myTest.py","py","0.07","2015-11-30","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter09\randomtest.py","randomtest.py","py","0.34","2015-11-30","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter09\ch09\ch09-2avi.py","ch09-2avi.py","py","0.9","2016-03-12","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter09\ch09\ch09-3avi.py","ch09-3avi.py","py","0.71","2016-03-12","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter09\ch09\Doitch09.py","Doitch09.py","py","0.94","2016-03-12","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter10\Error01.py","Error01.py","py","0.08","2015-11-30","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter10\Error02.py","Error02.py","py","0.16","2015-11-30","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter10\Error03.py","Error03.py","py","0.16","2016-03-17","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter10\Error04.py","Error04.py","py","0.34","2021-10-16","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter10\Error05.py","Error05.py","py","0.08","2016-03-17","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter10\Error06.py","Error06.py","py","0.18","2016-03-17","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter10\Error07.py","Error07.py","py","0.25","2016-03-17","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter10\Error08.py","Error08.py","py","0.32","2016-03-17","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter10\Error09.py","Error09.py","py","0.46","2016-03-17","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter10\MyException.py","MyException.py","py","0.49","2015-11-30","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter10\ch10\ch10-1avi.py","ch10-1avi.py","py","0.72","2016-03-12","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter10\ch10\ch10-2avi.py","ch10-2avi.py","py","0.8","2016-03-12","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter10\ch10\Doitch10.py","Doitch10.py","py","0.35","2016-03-12","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter11\File01.py","File01.py","py","0.17","2015-11-30","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter11\File02.py","File02.py","py","0.4","2015-12-01","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter11\File03.py","File03.py","py","0.26","2015-12-01","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter11\File04.py","File04.py","py","0.55","2015-12-01","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter11\File05.py","File05.py","py","0.37","2015-12-01","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter11\File06.py","File06.py","py","0.39","2015-12-02","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter11\ch11\ch11-1avi.py","ch11-1avi.py","py","0.24","2016-03-12","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter11\ch11\ch11-2avi.py","ch11-2avi.py","py","0.67","2016-03-13","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter11\ch11\ch11-3avi.py","ch11-3avi.py","py","0.71","2016-03-13","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter11\ch11\Doitch11.py","Doitch11.py","py","1.15","2017-04-17","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter12\ch12_01.py","ch12_01.py","py","0.27","2015-12-06","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter12\Json01.py","Json01.py","py","0.15","2015-12-07","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter12\json02.py","json02.py","py","0.27","2015-12-07","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter12\json03.py","json03.py","py","0.15","2016-03-13","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter12\json04.py","json04.py","py","0.31","2016-03-13","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter12\ch12\ch12-1avi.py","ch12-1avi.py","py","0.81","2016-03-13","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter12\ch12\ch12-2avi.py","ch12-2avi.py","py","0.59","2016-03-13","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter12\ch12\Doitch12.py","Doitch12.py","py","0.34","2016-03-13","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter12\ch12\STUDENT.json","STUDENT.json","json","0.2","2016-03-13","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter13\Httpserver.py","Httpserver.py","py","0.76","2015-12-07","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter13\reqeust.py","reqeust.py","py","0.22","2016-03-13","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter13\SimpleClient.py","SimpleClient.py","py","0.48","2016-03-16","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter13\SimpleServer.py","SimpleServer.py","py","0.62","2016-03-16","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter13\ch13\ch13-1avi.py","ch13-1avi.py","py","0.57","2016-03-13","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter13\ch13\ch13-2avi.py","ch13-2avi.py","py","0.62","2016-03-13","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter13\ch13\Doitch13.py","Doitch13.py","py","0.24","2016-03-13","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter14\csv01.py","csv01.py","py","0.2","2015-12-07","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter14\csv02.py","csv02.py","py","0.41","2015-12-07","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter14\csv03.py","csv03.py","py","0.22","2015-12-07","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter14\dump.sql","dump.sql","sql","0.18","2021-10-28","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter14\sql01.py","sql01.py","py","0.65","2015-12-07","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter14\sql02.py","sql02.py","py","0.53","2015-12-07","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter14\ch14\ch14-1avi.py","ch14-1avi.py","py","1.02","2016-03-13","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter14\ch14\ch14-2avi.py","ch14-2avi.py","py","0.54","2016-03-13","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter14\ch14\Doitch14.py","Doitch14.py","py","0.67","2016-03-13","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter15\CalcTest.py","CalcTest.py","py","0.44","2016-03-07","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter15\FontTest.py","FontTest.py","py","0.3","2016-03-07","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter15\keyTest.py","keyTest.py","py","0.44","2016-03-07","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter15\MenuTest.py","MenuTest.py","py","1.18","2016-03-07","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter15\scaleTest.py","scaleTest.py","py","0.86","2016-03-16","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter15\ScrollbarTest.py","ScrollbarTest.py","py","1.04","2016-03-16","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter15\ch15\ch15-1avi.py","ch15-1avi.py","py","0.91","2016-03-11","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter15\ch15\ch15-2avi.py","ch15-2avi.py","py","1.92","2016-03-11","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter15\ch15\chap15도전과제 문제 소스 .py","chap15도전과제 문제 소스 .py","py","1.93","2016-03-17","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter15\ch15\Doitch15.py","Doitch15.py","py","2.26","2016-03-11","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter16\arcTest.py","arcTest.py","py","0.22","2016-03-07","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter16\canvasTest.py","canvasTest.py","py","0.14","2016-03-07","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter16\dailogTes.py","dailogTes.py","py","0.49","2016-03-08","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter16\fileDialogTest.py","fileDialogTest.py","py","1","2016-03-08","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter16\gTest.py","gTest.py","py","0.16","2016-03-08","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter16\gTest01.py","gTest01.py","py","0.26","2016-03-08","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter16\gTest02.py","gTest02.py","py","0.18","2016-03-08","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter16\gTest03.py","gTest03.py","py","1","2016-03-08","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter16\imgTest.py","imgTest.py","py","0.25","2016-03-08","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter16\LineTest.py","LineTest.py","py","0.36","2016-03-07","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter16\MessageBoxTest.py","MessageBoxTest.py","py","0.55","2016-03-08","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter16\ovalTest.py","ovalTest.py","py","0.25","2016-03-07","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter16\rectTest.py","rectTest.py","py","0.27","2016-03-07","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter16\stringTes.py","stringTes.py","py","0.35","2016-03-07","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter16\ch16\16-1avi.py","16-1avi.py","py","1.27","2016-03-13","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter16\ch16\16-2avi.py","16-2avi.py","py","1.05","2016-03-13","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\chapter16\ch16\Doitch16.py","Doitch16.py","py","1.68","2016-03-13","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\과제\파이선과제_1.py","파이선과제_1.py","py","0.2","2025-07-09","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\과제\파이선과제_2_2.py","파이선과제_2_2.py","py","1.57","2021-10-27","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\과제\파이선과제_2.py","파이선과제_2.py","py","1.52","2021-10-27","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\과제\파이선과제_3.py","파이선과제_3.py","py","0.51","2021-10-28","Documents","파이선"
"C:\Users\hyun0\Documents\파이선\과제\~BROMIUM\파이선과제_1.py","파이선과제_1.py","py","0.65","2021-10-26","Documents","파이선"
"C:\Users\hyun0\Downloads\_Notice_2024_12_A3.jpg","_Notice_2024_12_A3.jpg","jpg","457.42","2024-12-09","Downloads",""
"C:\Users\hyun0\Downloads\[별지 제1호서식] 개인정보의 목적 외 이용 및 제3자 제공 대장(선거관리위원회 개인정보 보호에 관한 규칙).pdf","[별지 제1호서식] 개인정보의 목적 외 이용 및 제3자 제공 대장(선거관리위원회 개인정보 보호에 관한 규칙).pdf","pdf","58.24","2024-06-30","Downloads",""
"C:\Users\hyun0\Downloads\[서식 7] 개인정보파일대장(고용노동부 개인정보 보호지침).hwp","[서식 7] 개인정보파일대장(고용노동부 개인정보 보호지침).hwp","hwp","32","2024-06-30","Downloads",""
"C:\Users\hyun0\Downloads\[ITⓔ코칭] 파이썬으로 배우는 실전 프로그래밍_전체 강의요약본.pdf","[ITⓔ코칭] 파이썬으로 배우는 실전 프로그래밍_전체 강의요약본.pdf","pdf","822.67","2021-10-07","Downloads",""
